Day,Time,Event,len(Queue)
1,7:52,Car 157 arrives at charger 75,1
1,7:52,Car 220 arrives at charger 76,1
1,7:52,Car 257 departs at charger 34,1
1,7:53,Car 181 arrives at charger 34,1
1,7:53,Car 257 finish traveling,NA
1,7:53,Car 292 arrives at charger 77,1
1,7:53,Car 333 starts traveling,NA
1,7:53,Car 334 starts traveling,NA
1,7:54,Car 179 arrives at charger 77,1
1,7:54,Car 290 starts traveling,NA
1,7:54,Car 381 starts traveling,NA
1,7:54,Car 371 departs at charger 64,2
1,7:55,Car 29 starts traveling,NA
1,7:55,Car 115 starts traveling,NA
1,7:55,Car 118 starts traveling,NA
1,7:55,Car 37 departs at charger 5,1
1,7:56,Car 82 arrives at charger 78,1
1,7:56,Car 104 starts traveling,NA
1,7:56,Car 368 arrives at charger 77,2
1,7:56,Car 371 finish traveling,NA
1,7:57,Car 37 finish traveling,NA
1,7:57,Car 219 arrives at charger 5,1
1,7:57,Car 269 arrives at charger 80,1
1,7:57,Car 364 arrives at charger 65,5
1,7:58,Car 193 departs at charger 46,1
1,7:58,Car 193 finish traveling,NA
1,7:59,Car 19 arrives at charger 56,1
1,7:59,Car 91 arrives at charger 79,1
1,7:59,Car 119 starts traveling,NA
1,7:59,Car 286 starts traveling,NA
1,7:59,Car 333 arrives at charger 62,9
1,7:59,Car 247 departs at charger 12,1
1,7:59,Car 134 departs at charger 39,1
1,7:59,Car 134 finish traveling,NA
1,8:00,Car 2 starts traveling,NA
1,8:00,Car 71 starts traveling,NA
1,8:00,Car 97 starts traveling,NA
1,8:00,Car 321 starts traveling,NA
1,8:01,Car 3 starts traveling,NA
1,8:01,Car 42 starts traveling,NA
1,8:01,Car 79 starts traveling,NA
1,8:01,Car 104 arrives at charger 12,1
1,8:01,Car 145 arrives at charger 56,1
1,8:01,Car 249 arrives at charger 39,1
1,8:01,Car 273 starts traveling,NA
1,8:01,Car 299 departs at charger 6,1
1,8:01,Car 326 departs at charger 71,1
1,8:02,Car 88 starts traveling,NA
1,8:02,Car 94 starts traveling,NA
1,8:02,Car 113 starts traveling,NA
1,8:02,Car 247 finish traveling,NA
1,8:02,Car 297 arrives at charger 6,1
1,8:02,Car 369 arrives at charger 74,2
1,8:03,Car 108 arrives at charger 71,1
1,8:03,Car 299 finish traveling,NA
1,8:04,Car 61 starts traveling,NA
1,8:04,Car 97 arrives at charger 53,1
1,8:04,Car 290 arrives at charger 46,1
1,8:04,Car 301 arrives at charger 54,1
1,8:04,Car 326 finish traveling,NA
1,8:04,Car 195 departs at charger 41,1
1,8:05,Car 29 arrives at charger 41,1
1,8:05,Car 43 starts traveling,NA
1,8:05,Car 94 arrives at charger 53,1
1,8:05,Car 286 arrives at charger 54,1
1,8:05,Car 204 departs at charger 15,1
1,8:05,Car 138 departs at charger 42,1
1,8:06,Car 138 finish traveling,NA
1,8:06,Car 160 starts traveling,NA
1,8:06,Car 166 starts traveling,NA
1,8:06,Car 186 starts traveling,NA
1,8:06,Car 204 finish traveling,NA
1,8:07,Car 381 arrives at charger 67,3
1,8:08,Car 24 starts traveling,NA
1,8:08,Car 43 arrives at charger 58,1
1,8:08,Car 195 finish traveling,NA
1,8:08,Car 272 starts traveling,NA
1,8:08,Car 334 arrives at charger 74,3
1,8:08,Car 151 departs at charger 47,1
1,8:09,Car 40 starts traveling,NA
1,8:09,Car 53 starts traveling,NA
1,8:09,Car 79 arrives at charger 15,1
1,8:09,Car 152 starts traveling,NA
1,8:09,Car 158 starts traveling,NA
1,8:10,Car 115 arrives at charger 42,1
1,8:10,Car 151 finish traveling,NA
1,8:10,Car 166 arrives at charger 47,1
1,8:11,Car 88 arrives at charger 55,1
1,8:11,Car 254 starts traveling,NA
1,8:11,Car 330 starts traveling,NA
1,8:11,Car 178 departs at charger 17,1
1,8:12,Car 3 arrives at charger 55,1
1,8:12,Car 42 arrives at charger 17,1
1,8:12,Car 71 arrives at charger 57,1
1,8:12,Car 119 arrives at charger 58,1
1,8:12,Car 227 starts traveling,NA
1,8:12,Car 316 starts traveling,NA
1,8:13,Car 40 arrives at charger 57,1
1,8:13,Car 61 arrives at charger 59,1
1,8:13,Car 70 starts traveling,NA
1,8:13,Car 118 arrives at charger 60,1
1,8:13,Car 158 arrives at charger 61,1
1,8:14,Car 160 arrives at charger 59,1
1,8:14,Car 187 starts traveling,NA
1,8:14,Car 316 arrives at charger 60,1
1,8:14,Car 22 departs at charger 68,2
1,8:15,Car 44 starts traveling,NA
1,8:15,Car 273 arrives at charger 61,1
1,8:16,Car 2 arrives at charger 41,2
1,8:16,Car 22 finish traveling,NA
1,8:16,Car 178 finish traveling,NA
1,8:16,Car 339 starts traveling,NA
1,8:16,Car 268 departs at charger 51,1
1,8:17,Car 24 arrives at charger 51,1
1,8:17,Car 80 starts traveling,NA
1,8:17,Car 321 arrives at charger 74,4
1,8:17,Car 139 departs at charger 18,1
1,8:17,Car 26 departs at charger 21,1
1,8:17,Car 304 departs at charger 23,1
1,8:17,Car 304 finish traveling,NA
1,8:18,Car 26 finish traveling,NA
1,8:18,Car 53 arrives at charger 18,1
1,8:18,Car 113 arrives at charger 21,1
1,8:18,Car 187 arrives at charger 23,1
1,8:18,Car 222 starts traveling,NA
1,8:18,Car 272 arrives at charger 1,2
1,8:18,Car 397 starts traveling,NA
1,8:18,Car 243 departs at charger 72,1
1,8:19,Car 7 starts traveling,NA
1,8:19,Car 186 arrives at charger 72,1
1,8:19,Car 84 departs at charger 3,1
1,8:20,Car 72 starts traveling,NA
1,8:20,Car 77 starts traveling,NA
1,8:20,Car 152 arrives at charger 3,1
1,8:20,Car 175 starts traveling,NA
1,8:20,Car 243 finish traveling,NA
1,8:20,Car 268 finish traveling,NA
1,8:21,Car 70 arrives at charger 5,2
1,8:21,Car 139 finish traveling,NA
1,8:21,Car 227 arrives at charger 39,2
1,8:21,Car 229 departs at charger 30,1
1,8:22,Car 80 arrives at charger 30,1
1,8:22,Car 84 finish traveling,NA
1,8:22,Car 124 starts traveling,NA
1,8:22,Car 254 arrives at charger 11,2
1,8:22,Car 313 starts traveling,NA
1,8:23,Car 329 starts traveling,NA
1,8:24,Car 72 arrives at charger 21,2
1,8:24,Car 229 finish traveling,NA
1,8:24,Car 309 starts traveling,NA
1,8:24,Car 358 starts traveling,NA
1,8:24,Car 397 arrives at charger 66,4
1,8:24,Car 13 departs at charger 62,9
1,8:24,Car 13 finish traveling,NA
1,8:25,Car 173 starts traveling,NA
1,8:25,Car 309 arrives at charger 30,2
1,8:25,Car 330 arrives at charger 66,5
1,8:25,Car 339 arrives at charger 62,9
1,8:25,Car 398 starts traveling,NA
1,8:25,Car 99 departs at charger 22,1
1,8:25,Car 352 departs at charger 66,5
1,8:26,Car 44 arrives at charger 22,1
1,8:26,Car 17 departs at charger 4,1
1,8:26,Car 17 finish traveling,NA
1,8:27,Car 21 starts traveling,NA
1,8:27,Car 99 finish traveling,NA
1,8:27,Car 218 starts traveling,NA
1,8:27,Car 222 arrives at charger 4,1
1,8:27,Car 234 starts traveling,NA
1,8:28,Car 146 starts traveling,NA
1,8:28,Car 352 finish traveling,NA
1,8:28,Car 282 departs at charger 74,4
1,8:29,Car 208 starts traveling,NA
1,8:29,Car 282 finish traveling,NA
1,8:30,Car 67 starts traveling,NA
1,8:30,Car 175 arrives at charger 12,2
1,8:30,Car 289 starts traveling,NA
1,8:30,Car 295 starts traveling,NA
1,8:30,Car 112 departs at charger 27,1
1,8:31,Car 77 arrives at charger 27,1
1,8:31,Car 205 starts traveling,NA
1,8:31,Car 279 starts traveling,NA
1,8:31,Car 289 arrives at charger 46,2
1,8:31,Car 295 arrives at charger 22,2
1,8:32,Car 358 arrives at charger 67,4
1,8:32,Car 398 arrives at charger 74,4
1,8:32,Car 126 departs at charger 1,2
1,8:32,Car 110 departs at charger 52,1
1,8:33,Car 21 arrives at charger 52,1
1,8:33,Car 279 arrives at charger 17,2
1,8:33,Car 354 starts traveling,NA
1,8:33,Car 265 departs at charger 11,2
1,8:33,Car 256 departs at charger 32,1
1,8:33,Car 256 finish traveling,NA
1,8:34,Car 110 finish traveling,NA
1,8:34,Car 112 finish traveling,NA
1,8:34,Car 168 starts traveling,NA
1,8:34,Car 148 departs at charger 20,1
1,8:34,Car 323 departs at charger 73,2
1,8:34,Car 148 finish traveling,NA
1,8:35,Car 7 arrives at charger 20,1
1,8:35,Car 60 starts traveling,NA
1,8:35,Car 126 finish traveling,NA
1,8:35,Car 329 arrives at charger 70,3
1,8:35,Car 394 departs at charger 70,3
1,8:36,Car 218 arrives at charger 32,1
1,8:36,Car 265 finish traveling,NA
1,8:36,Car 394 finish traveling,NA
1,8:37,Car 10 starts traveling,NA
1,8:37,Car 39 starts traveling,NA
1,8:37,Car 124 arrives at charger 1,2
1,8:37,Car 173 arrives at charger 6,2
1,8:37,Car 205 arrives at charger 34,2
1,8:37,Car 234 arrives at charger 15,2
1,8:37,Car 287 starts traveling,NA
1,8:37,Car 280 departs at charger 34,2
1,8:38,Car 69 starts traveling,NA
1,8:38,Car 343 departs at charger 63,3
1,8:38,Car 292 departs at charger 77,2
1,8:39,Car 132 starts traveling,NA
1,8:39,Car 252 starts traveling,NA
1,8:39,Car 313 arrives at charger 11,2
1,8:39,Car 323 finish traveling,NA
1,8:39,Car 176 departs at charger 64,1
1,8:40,Car 146 arrives at charger 64,1
1,8:40,Car 176 finish traveling,NA
1,8:40,Car 246 starts traveling,NA
1,8:40,Car 194 departs at charger 5,2
1,8:40,Car 353 departs at charger 79,1
1,8:41,Car 67 arrives at charger 79,1
1,8:41,Car 168 arrives at charger 34,2
1,8:41,Car 217 starts traveling,NA
1,8:41,Car 221 starts traveling,NA
1,8:41,Car 280 finish traveling,NA
1,8:42,Car 60 arrives at charger 5,2
1,8:42,Car 69 arrives at charger 18,2
1,8:42,Car 194 finish traveling,NA
1,8:42,Car 208 arrives at charger 27,2
1,8:42,Car 261 starts traveling,NA
1,8:42,Car 292 finish traveling,NA
1,8:42,Car 296 starts traveling,NA
1,8:42,Car 353 finish traveling,NA
1,8:42,Car 36 departs at charger 50,1
1,8:42,Car 36 finish traveling,NA
1,8:43,Car 388 starts traveling,NA
1,8:43,Car 230 departs at charger 10,1
1,8:43,Car 172 departs at charger 46,2
1,8:43,Car 172 finish traveling,NA
1,8:43,Car 230 finish traveling,NA
1,8:44,Car 10 arrives at charger 50,1
1,8:44,Car 111 starts traveling,NA
1,8:44,Car 308 starts traveling,NA
1,8:44,Car 314 starts traveling,NA
1,8:44,Car 343 finish traveling,NA
1,8:44,Car 361 starts traveling,NA
1,8:44,Car 62 departs at charger 12,2
1,8:44,Car 312 departs at charger 39,2
1,8:44,Car 19 departs at charger 56,1
1,8:44,Car 62 finish traveling,NA
1,8:45,Car 213 starts traveling,NA
1,8:45,Car 302 departs at charger 29,1
1,8:46,Car 131 starts traveling,NA
1,8:46,Car 287 arrives at charger 10,1
1,8:46,Car 302 finish traveling,NA
1,8:46,Car 135 departs at charger 6,2
1,8:46,Car 171 departs at charger 71,1
1,8:47,Car 19 finish traveling,NA
1,8:47,Car 83 starts traveling,NA
1,8:47,Car 141 starts traveling,NA
1,8:47,Car 246 arrives at charger 71,1
1,8:47,Car 354 arrives at charger 71,2
1,8:47,Car 395 departs at charger 78,1
1,8:48,Car 171 finish traveling,NA
1,8:48,Car 217 arrives at charger 78,1
1,8:48,Car 325 starts traveling,NA
1,8:48,Car 395 finish traveling,NA
1,8:48,Car 328 departs at charger 75,1
1,8:49,Car 132 arrives at charger 29,1
1,8:49,Car 135 finish traveling,NA
1,8:49,Car 250 starts traveling,NA
1,8:49,Car 262 starts traveling,NA
1,8:49,Car 137 departs at charger 41,2
1,8:50,Car 39 arrives at charger 75,1
1,8:50,Car 92 starts traveling,NA
1,8:50,Car 111 arrives at charger 56,1
1,8:50,Car 131 arrives at charger 12,2
1,8:50,Car 207 starts traveling,NA
1,8:50,Car 244 starts traveling,NA
1,8:50,Car 312 finish traveling,NA
1,8:50,Car 48 departs at charger 15,2
1,8:50,Car 191 departs at charger 42,1
1,8:51,Car 221 arrives at charger 42,1
1,8:51,Car 336 starts traveling,NA
1,8:51,Car 346 starts traveling,NA
1,8:51,Car 366 starts traveling,NA
1,8:52,Car 48 finish traveling,NA
1,8:52,Car 154 starts traveling,NA
1,8:52,Car 213 arrives at charger 15,2
1,8:52,Car 261 arrives at charger 6,2
1,8:52,Car 308 arrives at charger 23,2
1,8:52,Car 328 finish traveling,NA
1,8:53,Car 137 finish traveling,NA
1,8:53,Car 191 finish traveling,NA
1,8:53,Car 203 starts traveling,NA
1,8:53,Car 20 departs at charger 47,1
1,8:53,Car 43 departs at charger 58,1
1,8:53,Car 20 finish traveling,NA
1,8:54,Car 238 starts traveling,NA
1,8:54,Car 390 starts traveling,NA
1,8:55,Car 43 finish traveling,NA
1,8:55,Car 252 arrives at charger 47,1
1,8:55,Car 263 starts traveling,NA
1,8:55,Car 361 arrives at charger 70,3
1,8:55,Car 390 arrives at charger 75,2
1,8:55,Car 122 departs at charger 24,1
1,8:56,Car 64 starts traveling,NA
1,8:56,Car 336 arrives at charger 77,2
1,8:56,Car 392 starts traveling,NA
1,8:56,Car 18 departs at charger 17,2
1,8:56,Car 88 departs at charger 55,1
1,8:57,Car 64 arrives at charger 24,1
1,8:57,Car 83 arrives at charger 55,1
1,8:57,Car 101 starts traveling,NA
1,8:57,Car 109 starts traveling,NA
1,8:57,Car 266 starts traveling,NA
1,8:57,Car 296 arrives at charger 58,1
1,8:57,Car 314 arrives at charger 17,2
1,8:57,Car 325 arrives at charger 65,6
1,8:57,Car 356 starts traveling,NA
1,8:58,Car 18 finish traveling,NA
1,8:58,Car 88 finish traveling,NA
1,8:58,Car 141 arrives at charger 32,2
1,8:58,Car 203 arrives at charger 46,2
1,8:58,Car 118 departs at charger 60,1
1,8:59,Car 223 starts traveling,NA
1,8:59,Car 250 arrives at charger 60,1
1,8:59,Car 263 arrives at charger 64,2
1,8:59,Car 311 starts traveling,NA
1,8:59,Car 392 arrives at charger 77,3
1,8:59,Car 51 departs at charger 68,1
1,8:59,Car 51 finish traveling,NA
1,9:00,Car 8 starts traveling,NA
1,9:00,Car 117 starts traveling,NA
1,9:00,Car 122 finish traveling,NA
1,9:00,Car 255 starts traveling,NA
1,9:00,Car 311 arrives at charger 68,1
1,9:00,Car 388 arrives at charger 80,2
1,9:01,Car 35 starts traveling,NA
1,9:01,Car 92 arrives at charger 39,2
1,9:01,Car 109 arrives at charger 47,2
1,9:01,Car 143 starts traveling,NA
1,9:01,Car 207 arrives at charger 41,2
1,9:01,Car 238 arrives at charger 51,2
1,9:01,Car 244 arrives at charger 42,2
1,9:01,Car 264 starts traveling,NA
1,9:01,Car 294 departs at charger 51,2
1,9:02,Car 154 arrives at charger 51,2
1,9:02,Car 262 arrives at charger 52,2
1,9:02,Car 294 finish traveling,NA
1,9:02,Car 31 departs at charger 18,2
1,9:02,Car 192 departs at charger 21,2
1,9:02,Car 140 departs at charger 23,2
1,9:03,Car 31 finish traveling,NA
1,9:03,Car 356 arrives at charger 63,3
1,9:03,Car 281 departs at charger 72,1
1,9:04,Car 75 starts traveling,NA
1,9:04,Car 281 finish traveling,NA
1,9:05,Car 118 finish traveling,NA
1,9:05,Car 140 finish traveling,NA
1,9:05,Car 223 arrives at charger 72,1
1,9:05,Car 266 arrives at charger 68,2
1,9:06,Car 85 starts traveling,NA
1,9:06,Car 284 starts traveling,NA
1,9:06,Car 318 starts traveling,NA
1,9:06,Car 365 starts traveling,NA
1,9:06,Car 366 arrives at charger 71,3
1,9:06,Car 277 departs at charger 30,2
1,9:07,Car 6 starts traveling,NA
1,9:07,Car 75 arrives at charger 18,2
1,9:07,Car 192 finish traveling,NA
1,9:07,Car 275 starts traveling,NA
1,9:07,Car 332 starts traveling,NA
1,9:07,Car 315 departs at charger 33,1
1,9:07,Car 6 arrives at charger 33,1
1,9:08,Car 73 starts traveling,NA
1,9:08,Car 74 starts traveling,NA
1,9:08,Car 346 arrives at charger 79,2
1,9:09,Car 8 arrives at charger 21,2
1,9:09,Car 117 arrives at charger 72,2
1,9:09,Car 143 arrives at charger 23,2
1,9:10,Car 35 arrives at charger 30,2
1,9:10,Car 101 arrives at charger 55,2
1,9:10,Car 365 arrives at charger 79,3
1,9:10,Car 87 departs at charger 22,2
1,9:10,Car 201 departs at charger 35,1
1,9:10,Car 342 departs at charger 66,4
1,9:11,Car 85 arrives at charger 35,1
1,9:11,Car 184 starts traveling,NA
1,9:11,Car 224 starts traveling,NA
1,9:11,Car 277 finish traveling,NA
1,9:11,Car 315 finish traveling,NA
1,9:11,Car 387 starts traveling,NA
1,9:12,Car 68 starts traveling,NA
1,9:12,Car 240 starts traveling,NA
1,9:12,Car 255 arrives at charger 56,2
1,9:12,Car 264 arrives at charger 22,2
1,9:12,Car 288 starts traveling,NA
1,9:12,Car 305 starts traveling,NA
1,9:13,Car 68 arrives at charger 58,2
1,9:13,Car 240 arrives at charger 60,2
1,9:13,Car 342 finish traveling,NA
1,9:13,Car 41 departs at charger 74,4
1,9:14,Car 87 finish traveling,NA
1,9:14,Car 284 arrives at charger 1,3
1,9:14,Car 376 starts traveling,NA
1,9:15,Car 34 starts traveling,NA
1,9:15,Car 46 starts traveling,NA
1,9:15,Car 73 arrives at charger 46,3
1,9:15,Car 200 starts traveling,NA
1,9:15,Car 201 finish traveling,NA
1,9:15,Car 338 starts traveling,NA
1,9:15,Car 340 starts traveling,NA
1,9:15,Car 373 starts traveling,NA
1,9:15,Car 78 departs at charger 27,2
1,9:16,Car 74 arrives at charger 27,2
1,9:16,Car 89 starts traveling,NA
1,9:16,Car 212 starts traveling,NA
1,9:16,Car 318 arrives at charger 11,3
1,9:17,Car 41 finish traveling,NA
1,9:17,Car 147 starts traveling,NA
1,9:17,Car 156 starts traveling,NA
1,9:17,Car 180 starts traveling,NA
1,9:17,Car 387 arrives at charger 66,4
1,9:17,Car 177 departs at charger 1,3
1,9:17,Car 129 departs at charger 52,2
1,9:17,Car 129 finish traveling,NA
1,9:18,Car 177 finish traveling,NA
1,9:18,Car 200 arrives at charger 52,2
1,9:18,Car 271 starts traveling,NA
1,9:18,Car 376 arrives at charger 66,5
1,9:18,Car 16 departs at charger 11,3
1,9:18,Car 169 departs at charger 32,2
1,9:19,Car 16 finish traveling,NA
1,9:19,Car 28 starts traveling,NA
1,9:19,Car 56 starts traveling,NA
1,9:19,Car 78 finish traveling,NA
1,9:19,Car 275 arrives at charger 32,2
1,9:19,Car 332 arrives at charger 78,2
1,9:20,Car 11 starts traveling,NA
1,9:20,Car 169 finish traveling,NA
1,9:20,Car 335 departs at charger 67,4
1,9:21,Car 58 starts traveling,NA
1,9:21,Car 89 arrives at charger 30,3
1,9:22,Car 165 starts traveling,NA
1,9:22,Car 372 starts traveling,NA
1,9:22,Car 181 departs at charger 34,2
1,9:23,Car 159 departs at charger 48,1
1,9:23,Car 179 departs at charger 77,3
1,9:23,Car 159 finish traveling,NA
1,9:24,Car 11 arrives at charger 48,1
1,9:24,Car 58 arrives at charger 34,2
1,9:24,Car 156 arrives at charger 22,3
1,9:24,Car 288 arrives at charger 1,3
1,9:24,Car 335 finish traveling,NA
1,9:24,Car 370 starts traveling,NA
1,9:24,Car 347 departs at charger 64,2
1,9:25,Car 56 arrives at charger 64,2
1,9:25,Car 180 arrives at charger 11,3
1,9:25,Car 196 starts traveling,NA
1,9:25,Car 340 arrives at charger 62,10
1,9:25,Car 219 departs at charger 5,2
1,9:26,Car 5 starts traveling,NA
1,9:26,Car 46 arrives at charger 5,2
1,9:26,Car 59 starts traveling,NA
1,9:26,Car 86 starts traveling,NA
1,9:26,Car 184 arrives at charger 5,3
1,9:26,Car 219 finish traveling,NA
1,9:26,Car 224 arrives at charger 12,3
1,9:26,Car 226 starts traveling,NA
1,9:27,Car 174 starts traveling,NA
1,9:27,Car 188 starts traveling,NA
1,9:27,Car 212 arrives at charger 6,3
1,9:27,Car 305 arrives at charger 15,3
1,9:27,Car 347 finish traveling,NA
1,9:27,Car 370 arrives at charger 62,11
1,9:27,Car 373 arrives at charger 73,2
1,9:28,Car 4 starts traveling,NA
1,9:28,Car 34 arrives at charger 17,3
1,9:28,Car 105 starts traveling,NA
1,9:28,Car 179 finish traveling,NA
1,9:28,Car 181 finish traveling,NA
1,9:28,Car 248 starts traveling,NA
1,9:28,Car 338 arrives at charger 62,12
1,9:28,Car 290 departs at charger 46,3
1,9:29,Car 165 arrives at charger 18,3
1,9:29,Car 104 departs at charger 12,3
1,9:29,Car 249 departs at charger 39,2
1,9:29,Car 145 departs at charger 56,2
1,9:30,Car 28 arrives at charger 56,2
1,9:30,Car 228 starts traveling,NA
1,9:30,Car 341 starts traveling,NA
1,9:31,Car 104 finish traveling,NA
1,9:31,Car 105 arrives at charger 39,2
1,9:31,Car 253 starts traveling,NA
1,9:31,Car 290 finish traveling,NA
1,9:31,Car 297 departs at charger 6,3
1,9:31,Car 108 departs at charger 71,3
1,9:32,Car 145 finish traveling,NA
1,9:32,Car 147 arrives at charger 6,3
1,9:32,Car 174 arrives at charger 21,3
1,9:32,Car 231 starts traveling,NA
1,9:32,Car 283 starts traveling,NA
1,9:32,Car 337 starts traveling,NA
1,9:33,Car 4 arrives at charger 12,3
1,9:33,Car 5 arrives at charger 32,3
1,9:33,Car 90 starts traveling,NA
1,9:33,Car 106 starts traveling,NA
1,9:33,Car 209 starts traveling,NA
1,9:33,Car 249 finish traveling,NA
1,9:34,Car 29 departs at charger 41,2
1,9:34,Car 52 departs at charger 80,2
1,9:35,Car 59 arrives at charger 41,2
1,9:35,Car 93 starts traveling,NA
1,9:35,Car 102 starts traveling,NA
1,9:35,Car 108 finish traveling,NA
1,9:35,Car 226 arrives at charger 23,3
1,9:35,Car 283 arrives at charger 34,3
1,9:35,Car 297 finish traveling,NA
1,9:35,Car 79 departs at charger 15,3
1,9:35,Car 115 departs at charger 42,2
1,9:36,Car 106 arrives at charger 42,2
1,9:36,Car 271 arrives at charger 15,3
1,9:36,Car 372 arrives at charger 67,4
1,9:37,Car 52 finish traveling,NA
1,9:37,Car 86 arrives at charger 39,3
1,9:37,Car 331 starts traveling,NA
1,9:38,Car 79 finish traveling,NA
1,9:38,Car 196 arrives at charger 41,3
1,9:38,Car 231 arrives at charger 42,3
1,9:38,Car 166 departs at charger 47,2
1,9:38,Car 119 departs at charger 58,2
1,9:38,Car 166 finish traveling,NA
1,9:39,Car 9 starts traveling,NA
1,9:39,Car 188 arrives at charger 47,2
1,9:39,Car 253 arrives at charger 58,2
1,9:39,Car 331 arrives at charger 63,4
1,9:40,Car 29 finish traveling,NA
1,9:40,Car 98 starts traveling,NA
1,9:40,Car 115 finish traveling,NA
1,9:40,Car 149 starts traveling,NA
1,9:40,Car 209 arrives at charger 27,3
1,9:41,Car 215 starts traveling,NA
1,9:41,Car 42 departs at charger 17,3
1,9:41,Car 3 departs at charger 55,2
1,9:42,Car 3 finish traveling,NA
1,9:42,Car 121 starts traveling,NA
1,9:42,Car 228 arrives at charger 55,2
1,9:42,Car 285 starts traveling,NA
1,9:43,Car 90 arrives at charger 17,3
1,9:43,Car 93 arrives at charger 64,3
1,9:43,Car 119 finish traveling,NA
1,9:43,Car 337 arrives at charger 62,13
1,9:43,Car 341 arrives at charger 62,14
1,9:43,Car 316 departs at charger 60,2
1,9:43,Car 316 finish traveling,NA
1,9:44,Car 9 arrives at charger 60,2
1,9:44,Car 248 arrives at charger 46,3
1,9:44,Car 382 departs at charger 68,2
1,9:45,Car 42 finish traveling,NA
1,9:45,Car 344 starts traveling,NA
1,9:46,Car 102 arrives at charger 68,2
1,9:46,Car 382 finish traveling,NA
1,9:46,Car 24 departs at charger 51,2
1,9:47,Car 54 starts traveling,NA
1,9:47,Car 182 starts traveling,NA
1,9:47,Car 53 departs at charger 18,3
1,9:47,Car 113 departs at charger 21,3
1,9:47,Car 187 departs at charger 23,3
1,9:47,Car 187 finish traveling,NA
1,9:48,Car 215 arrives at charger 51,2
1,9:48,Car 242 starts traveling,NA
1,9:48,Car 186 departs at charger 72,2
1,9:49,Car 98 arrives at charger 72,2
1,9:49,Car 170 starts traveling,NA
1,9:49,Car 202 starts traveling,NA
1,9:50,Car 14 starts traveling,NA
1,9:50,Car 50 starts traveling,NA
1,9:50,Car 55 starts traveling,NA
1,9:50,Car 96 starts traveling,NA
1,9:50,Car 345 starts traveling,NA
1,9:51,Car 24 finish traveling,NA
1,9:51,Car 53 finish traveling,NA
1,9:51,Car 125 starts traveling,NA
1,9:51,Car 239 starts traveling,NA
1,9:51,Car 285 arrives at charger 21,3
1,9:51,Car 400 starts traveling,NA
1,9:51,Car 80 departs at charger 30,3
1,9:52,Car 199 starts traveling,NA
1,9:52,Car 216 starts traveling,NA
1,9:52,Car 344 arrives at charger 62,15
1,9:52,Car 400 arrives at charger 74,4
1,9:53,Car 80 finish traveling,NA
1,9:53,Car 113 finish traveling,NA
1,9:53,Car 121 arrives at charger 18,3
1,9:53,Car 125 arrives at charger 23,3
1,9:53,Car 164 starts traveling,NA
1,9:53,Car 186 finish traveling,NA
1,9:53,Car 274 starts traveling,NA
1,9:53,Car 303 starts traveling,NA
1,9:53,Car 396 starts traveling,NA
1,9:54,Car 66 starts traveling,NA
1,9:54,Car 149 arrives at charger 30,3
1,9:55,Car 54 arrives at charger 47,3
1,9:55,Car 170 arrives at charger 51,3
1,9:55,Car 274 arrives at charger 52,3
1,9:55,Car 345 arrives at charger 80,2
1,9:55,Car 383 starts traveling,NA
1,9:55,Car 44 departs at charger 22,3
1,9:55,Car 386 departs at charger 66,5
1,9:56,Car 50 arrives at charger 22,3
1,9:56,Car 96 arrives at charger 55,3
1,9:56,Car 202 arrives at charger 68,3
1,9:57,Car 1 starts traveling,NA
1,9:57,Car 14 arrives at charger 71,3
1,9:57,Car 182 arrives at charger 72,3
1,9:57,Car 241 starts traveling,NA
1,9:57,Car 258 starts traveling,NA
1,9:58,Car 55 arrives at charger 56,3
1,9:58,Car 237 starts traveling,NA
1,9:58,Car 369 departs at charger 74,4
1,9:59,Car 44 finish traveling,NA
1,9:59,Car 199 arrives at charger 77,3
1,9:59,Car 259 starts traveling,NA
1,9:59,Car 396 arrives at charger 78,3
1,10:00,Car 239 arrives at charger 58,3
1,10:00,Car 258 arrives at charger 60,3
1,10:00,Car 386 finish traveling,NA
1,10:00,Car 77 departs at charger 27,3
1,10:01,Car 216 arrives at charger 27,3
1,10:02,Car 369 finish traveling,NA
1,10:02,Car 272 departs at charger 1,3
1,10:02,Car 21 departs at charger 52,3
1,10:02,Car 272 finish traveling,NA
1,10:03,Car 66 arrives at charger 52,3
1,10:03,Car 77 finish traveling,NA
1,10:03,Car 242 arrives at charger 1,3
1,10:03,Car 254 departs at charger 11,3
1,10:03,Car 218 departs at charger 32,3
1,10:05,Car 21 finish traveling,NA
1,10:05,Car 164 arrives at charger 11,3
1,10:05,Car 254 finish traveling,NA
1,10:05,Car 383 arrives at charger 68,4
1,10:06,Car 1 arrives at charger 32,3
1,10:06,Car 218 finish traveling,NA
1,10:06,Car 237 arrives at charger 4,2
1,10:07,Car 303 arrives at charger 3,2
1,10:07,Car 205 departs at charger 34,3
1,10:08,Car 241 arrives at charger 34,3
1,10:08,Car 130 departs at charger 19,1
1,10:08,Car 368 departs at charger 77,3
1,10:08,Car 130 finish traveling,NA
1,10:09,Car 205 finish traveling,NA
1,10:09,Car 146 departs at charger 64,3
1,10:10,Car 70 departs at charger 5,3
1,10:10,Car 70 finish traveling,NA
1,10:12,Car 368 finish traveling,NA
1,10:13,Car 259 arrives at charger 19,1
1,10:13,Car 27 departs at charger 2,1
1,10:13,Car 289 departs at charger 46,3
1,10:13,Car 61 departs at charger 59,1
